Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.622
Comp. Cola Columna,Untitled 000,0.472
Barren,Untitled 000,0.47
Cabeza puntual retorno,Untitled 000,0.619
Celda # 11-A,Untitled 000,0.136
Celda # 11-B,Untitled 000,0.067
Celda # 11-C,Untitled 000,0.041
Celda #5-9,Untitled 000,0.037
Celda #(F1+F2),Untitled 000,0.558
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.373
NE Tubo 4,Untitled 000,0.067
NE Tubo 5,Untitled 000,0.112
NE Tubo 6,Untitled 000,0.155
NE Tubo 7,Untitled 000,0.487
Puntual Noroeste,Untitled 000,0.621
Barren Patios,Untitled 000,0.471
Tubo 3,Untitled 000,1.571
Especial 1,Untitled 000,0.077
Especial 2,Untitled 000,0.157
Especial 3,Untitled 000,0.721
Especial 4,Untitled 000,0.751
Especial 5,Untitled 000,0.071
Columna #1,Untitled 000,0.62
Columna #2,Untitled 000,0.566
Columna #3,Untitled 000,0.512
Columna #4,Untitled 000,0.46
Columna #5,Untitled 000,0.482
