Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.105
Comp. Cola Columna,Untitled 000,0.458
Barren,Untitled 000,0.421
Cabeza puntual retorno,Untitled 000,1.078
Celda # 11-A,Untitled 000,0.067
Celda # 11-B,Untitled 000,0.067
Celda # 11-C,Untitled 000,0.03
Celda # 6-F2,Untitled 000,1.117
Celda #5-9,Untitled 000,0.029
Celda #(F1+F2),Untitled 000,1.105
NE Tubo 1,Untitled 000,4.65
NE Tubo 2,Untitled 000,0.542
NE Tubo 4,Untitled 000,1.206
NE Tubo 5,Untitled 000,0.24
NE Tubo 6,Untitled 000,0.183
NE Tubo 7,Untitled 000,1.034
Puntual Noroeste,Untitled 000,1.194
Barren Patios,Untitled 000,0.414
Tubo 3,Untitled 000,2.024
Especial 1,Untitled 000,0.066
Especial 2,Untitled 000,0.048
Especial 3,Untitled 000,0.094
Especial 4,Untitled 000,0.088
Especial 5,Untitled 000,0.041
