Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.349
Cabeza puntual retorno,Untitled 000,0.353
Celda #(F1+F2),Untitled 000,0.358
Puntual Noroeste,Untitled 000,0.359
Tubo 3,Untitled 000,0.369
NE Tubo 2,Untitled 000,0.11
NE Tubo 4,Untitled 000,0.586
Especial 1,Untitled 000,0.045
Especial 4,Untitled 000,0.335
Especial 5,Untitled 000,0.039
Columna #1,Untitled 000,0.316
Columna #2,Untitled 000,0.308
Columna #3,Untitled 000,0.293
Columna #4,Untitled 000,0.284
Columna #5,Untitled 000,0.259
Comp. Cola Columna,Untitled 000,0.272
Barren,Untitled 000,0.28
Barren Patios,Untitled 000,0.253
NE Tubo 1,Untitled 000,0.04
NE Tubo 5,Untitled 000,0.239
NE Tubo 6,Untitled 000,0.219
NE Tubo 7,Untitled 000,0.364
Celda # 11-A,Untitled 000,0.223
Celda # 11-B,Untitled 000,0.11
Celda # 11-C,Untitled 000,0.085
Celda #5-9,Untitled 000,0.033
