Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.52
Comp. Cola Columna,Untitled 000,0.292
Barren,Untitled 000,0.251
Cabeza puntual retorno,Untitled 000,0.494
Celda # 11-A,Untitled 000,0.645
Celda # 11-B,Untitled 000,0.098
Celda # 11-C,Untitled 000,0.044
Celda #5-9,Untitled 000,0.021
Celda #(F1+F2),Untitled 000,0.533
NE Tubo 1,Untitled 000,0.012
NE Tubo 2,Untitled 000,0.212
NE Tubo 4,Untitled 000,0.05
NE Tubo 5,Untitled 000,0.054
NE Tubo 6,Untitled 000,0.078
NE Tubo 7,Untitled 000,0.897
Puntual Noroeste,Untitled 000,0.811
Barren Patios,Untitled 000,0.18
Tubo 3,Untitled 000,0.391
Especial 1,Untitled 000,0.072
Especial 2,Untitled 000,0.039
Especial 3,Untitled 000,0.342
Especial 4,Untitled 000,0.495
Especial 5,Untitled 000,0.058
Columna #1,Untitled 000,0.325
Columna #2,Untitled 000,0.318
Columna #3,Untitled 000,0.279
Columna #4,Untitled 000,0.236
Columna #5,Untitled 000,0.222
