Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.378
Cabeza puntual retorno,Untitled 000,0.380
Celda #(F1+F2),Untitled 000,0.358
Puntual Noroeste,Untitled 000,0.364
Tubo 3,Untitled 000,0.681
Comp. Cola Columna,Untitled 000,0.249
Barren,Untitled 000,0.314
Celda # 11-A,Untitled 000,0.054
Celda # 11-B,Untitled 000,0.276
Celda # 11-C,Untitled 000,0.102
Celda # 6-F2,Untitled 000,0.559
Celda #5-9,Untitled 000,3.113
NE Tubo 1,Untitled 000,0.156
NE Tubo 2,Untitled 000,0.083
NE Tubo 4,Untitled 000,0.266
NE Tubo 5,Untitled 000,0.048
NE Tubo 6,Untitled 000,0.063
NE Tubo 7,Untitled 000,0.296
Barren Patios,Untitled 000,0.287
Especial 1,Untitled 000,0.552
Especial 2,Untitled 000,0.628
Especial 3,Untitled 000,0.049
Especial 4,Untitled 000,0.041
Especial 5,Untitled 000,0.227
