"Analyst",""
"Date Started","7/18/2025 1:58 AM  GMT: 7/18/2025 8:58 AM"
"Worksheet","LC004972"
"Comment",""
"Methods","Au,Au"

"Method: Au ACIDO (Flame)"

"7/18/2025","2:23:44 AM","PATRON",0.8778,"","mg/L",0.8
"7/18/2025","2:24:00 AM","BLANCO",0.0056,"","mg/L",53.3
"7/18/2025","2:24:28 AM","LC004972-001",0.0953,"","mg/L",0.7
"7/18/2025","2:24:44 AM","LC004972-002",0.4635,"","mg/L",0.2
"7/18/2025","2:24:56 AM","LC004972-003",0.0748,"","mg/L",0.6
"7/18/2025","2:25:10 AM","LC004972-004",0.0947,"","mg/L",1.1
"7/18/2025","2:25:24 AM","LC004972-005",0.0564,"","mg/L",1.1
"7/18/2025","2:27:18 AM","REAGENT BLANK",0.0000,"","mg/L",1.5
"7/18/2025","2:27:54 AM","LC004972-006",0.0426,"","mg/L",34.7
"7/18/2025","2:33:50 AM","PATRON",0.8801,"","mg/L",0.8
"7/18/2025","2:34:08 AM","LC004972-007","OVER","R","mg/L",0.0
"7/18/2025","2:34:32 AM","LC004972-008",0.1014,"","mg/L",0.8
"7/18/2025","2:34:48 AM","LC004972-009",0.0553,"","mg/L",0.8
"7/18/2025","2:35:02 AM","LC004972-010",0.1095,"","mg/L",1.5
"7/18/2025","2:35:16 AM","LC004972-011",0.0020,"","mg/L",38.6
"7/18/2025","2:35:30 AM","LC004972-012",0.0606,"","mg/L",0.8
"7/18/2025","2:35:44 AM","PATRON",0.8799,"","mg/L",0.5
"7/18/2025","2:36:02 AM","LC004972-013",0.1074,"","mg/L",0.4
"7/18/2025","2:36:22 AM","LC004972-014",0.0029,"","mg/L",24.9
"7/18/2025","2:36:44 AM","LC004972-015",0.0013,"","mg/L",49.9
"7/18/2025","2:37:04 AM","LC004972-016",0.1135,"","mg/L",0.5
"7/18/2025","2:37:20 AM","PATRON",0.8778,"","mg/L",0.6
"7/18/2025","2:37:34 AM","BLANCO",0.0029,"","mg/L",99.6
"7/18/2025","2:37:48 AM","REAGENT BLANK",0.0000,"","mg/L",77.1
"7/18/2025","2:37:48 AM","LC004827-019","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"7/18/2025","2:40:56 AM","LC004972-007",1.6507,"","mg/L",0.5
"7/18/2025","2:40:56 AM","LC004827-019","","","mg/L",""
