Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.783
Comp. Cola Columna,Untitled 000,0.651
Barren,Untitled 000,0.659
Cabeza puntual retorno,Untitled 000,0.785
Celda # 11-A,Untitled 000,0.679
Celda # 11-B,Untitled 000,0.076
Celda # 11-C,Untitled 000,0.027
Celda # 6-F2,Untitled 000,0.964
Celda #5-9,Untitled 000,0.809
Celda #(F1+F2),Untitled 000,0.465
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.128
NE Tubo 4,Untitled 000,0.093
NE Tubo 5,Untitled 000,0.666
NE Tubo 6,Untitled 000,1.752
NE Tubo 7,Untitled 000,1.006
Puntual Noroeste,Untitled 000,0.445
Barren Patios,Untitled 000,0.602
Tubo 3,Untitled 000,0.505
Especial 1,Untitled 000,2.455
Especial 2,Untitled 000,0.355
Especial 3,Untitled 000,0.150
Especial 4,Untitled 000,0.438
Especial 5,Untitled 000,0.636
