Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.543
Comp. Cola Columna,Untitled 000,0.367
Barren,Untitled 000,0.389
Cabeza puntual retorno,Untitled 000,0.562
Celda # 11-A,Untitled 000,0.071
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.055
Celda #5-9,Untitled 000,0.858
Celda #(F1+F2),Untitled 000,0.503
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.778
NE Tubo 4,Untitled 000,0.663
NE Tubo 5,Untitled 000,0.261
NE Tubo 6,Untitled 000,0.095
NE Tubo 7,Untitled 000,0.194
Puntual Noroeste,Untitled 000,0.447
Barren Patios,Untitled 000,0.367
Tubo 3,Untitled 000,0.418
Especial 1,Untitled 000,0.042
Especial 2,Untitled 000,0.05
Especial 3,Untitled 000,0.13
Especial 4,Untitled 000,0.085
Especial 5,Untitled 000,0.083
Especial 6,Untitled 000,0.019
Columna #1,Untitled 000,0.557
Columna #2,Untitled 000,0.555
Columna #3,Untitled 000,0.509
Columna #4,Untitled 000,0.432
Columna #5,Untitled 000,0.36
