"Analista","JGS"
"Fecha de inicio","09:40 p. m. 13/02/2023"
"Hoja de trabajo","Sa000355-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",0.9959,"","mg/L",1.5,0.1242,0.1263,0.1231,0.1231
"Ag","BLANCO",0.0026,"","mg/L",52.0,0.0003,0.0005,0.0004,0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",56.0,-0.0003,-0.0005,-0.0002,-0.0003
"Ag","SA000321-019",3.0110,"","mg/L",4.6,0.0153,0.0146,0.0160,0.0153
"Ag","SA000321-020",3.0422,"","mg/L",1.9,0.0155,0.0157,0.0152,0.0155
"Ag","SA000321-022",2.3328,"","mg/L",1.1,0.0119,0.0118,0.0118,0.0120
"Ag","SA000321-023",2.0561,"","mg/L",2.2,0.0105,0.0106,0.0102,0.0105
"Ag","SA000321-024",2.2265,"","mg/L",1.8,0.0113,0.0114,0.0111,0.0115
"Ag","PATRON",1.0102,"","mg/L",1.1,0.1259,0.1269,0.1243,0.1264
"Ag","SA000321-025",2.6992,"","mg/L",2.5,0.0138,0.0141,0.0138,0.0134
"Ag","SA000321-026",3.5633,"","mg/L",4.3,0.0181,0.0183,0.0172,0.0187
"Ag","SA000323-014",4.0696,"","mg/L",2.1,0.0207,0.0210,0.0202,0.0208
"Ag","SA000323-016",2.9011,"","mg/L",2.1,0.0147,0.0148,0.0150,0.0144
"Ag","SA000323-017",2.1399,"","mg/L",2.6,0.0109,0.0108,0.0107,0.0112
"Ag","PATRON",1.0046,"","mg/L",2.5,0.1252,0.1246,0.1286,0.1224
"Ag","BLANCO",-0.0016,"","mg/L",">100",-0.0002,-0.0001,-0.0005,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",66.3,-0.0007,-0.0011,-0.0007,-0.0002
"Ag","SA000323-018",2.0876,"","mg/L",1.3,0.0106,0.0105,0.0107,0.0107
"Ag","SA000323-020",3.9866,"","mg/L",3.6,0.0203,0.0210,0.0201,0.0196
"Ag","SA000323-021",21.4637,"","mg/L",1.2,0.1076,0.1091,0.1069,0.1068
"Ag","SA000323-022",2.1176,"","mg/L",6.1,0.0108,0.0112,0.0111,0.0100
"Ag","SA000331-007",1.3853,"","mg/L",6.7,0.0070,0.0073,0.0065,0.0073
"Ag","PATRON",1.0071,"","mg/L",1.0,0.1255,0.1250,0.1245,0.1270
"Ag","SA000331-008",0.9924,"","mg/L",6.1,0.0050,0.0054,0.0049,0.0048
"Ag","SA000331-009",1.1672,"","mg/L",3.9,0.0059,0.0062,0.0059,0.0057
"Ag","SA000331-010",0.0062,"","mg/L",">100",0.0000,0.0000,0.0005,-0.0004
"Ag","SA000331-011",1.2212,"","mg/L",9.7,0.0062,0.0059,0.0069,0.0058
"Ag","SA000331-012",1.1421,"","mg/L",6.2,0.0058,0.0059,0.0061,0.0054
"Ag","PATRON",1.0050,"","mg/L",1.2,0.1252,0.1250,0.1239,0.1268
"Ag","BLANCO",-0.0039,"","mg/L",">100",-0.0005,-0.0010,0.0002,-0.0007
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",23.1,-0.0018,-0.0013,-0.0019,-0.0020
"Ag","SA000331-014",1.3908,"","mg/L",3.2,0.0071,0.0071,0.0073,0.0068
"Ag","SA000338-010",3.7865,"","mg/L",4.3,0.0193,0.0184,0.0193,0.0201
"Ag","SA000338-011",3.2819,"","mg/L",4.2,0.0167,0.0159,0.0171,0.0170
"Ag","SA000338-012",2.9943,"","mg/L",1.6,0.0152,0.0155,0.0151,0.0151
"Ag","SA000338-013",0.0064,"","mg/L",">100",0.0000,0.0003,0.0001,-0.0004
"Ag","PATRON",0.9967,"","mg/L",0.9,0.1242,0.1234,0.1256,0.1238
"Ag","SA000338-014",2.0820,"","mg/L",4.0,0.0106,0.0111,0.0103,0.0104
"Ag","SA000338-015",5.0122,"","mg/L",1.4,0.0255,0.0255,0.0258,0.0251
"Ag","SA000338-016",4.1153,"","mg/L",3.2,0.0209,0.0203,0.0216,0.0208
"Ag","PATRON",1.0063,"","mg/L",1.5,0.1254,0.1264,0.1232,0.1266
"Ag","BLANCO",-0.0048,"","mg/L",">100",-0.0006,0.0001,-0.0010,-0.0010
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",16.4,-0.0021,-0.0020,-0.0025,-0.0018
