Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.235
Comp. Cola Columna,Untitled 000,0.731
Barren,Untitled 000,0.692
Cabeza puntual retorno,Untitled 000,1.228
Columna #1,Untitled 000,1.165
Columna #2,Untitled 000,1.070
Columna #3,Untitled 000,0.964
Columna #4,Untitled 000,0.868
Columna #5,Untitled 000,0.774
Celda # 11-A,Untitled 000,0.696
Celda # 11-B,Untitled 000,0.111
Celda # 11-C,Untitled 000,0.034
Celda #5-9,Untitled 000,3.642
Celda #(F1+F2),Untitled 000,0.309
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.075
NE Tubo 4,Untitled 000,0.228
NE Tubo 5,Untitled 000,0.092
NE Tubo 6,Untitled 000,0.626
NE Tubo 7,Untitled 000,0.092
Puntual Noroeste,Untitled 000,0.282
Barren Patios,Untitled 000,0.626
Tubo 3,Untitled 000,0.287
Especial 1,Untitled 000,3.571
Especial 2,Untitled 000,0.812
Especial 3,Untitled 000,1.045
Especial 4,Untitled 000,1.607
Especial 5,Untitled 000,3.162
Especial 6,Untitled 000,0.035
