Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.136
Cabeza puntual retorno,Au 242.80,0.133
Celda #(F1+F2),Au 242.80,0.134
Puntual Noroeste,Au 242.80,0.15
Tubo 3,Au 242.80,0.069
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.225
Celda # 11-B,Au 242.80,0.077
Celda # 11-C,Au 242.80,0.05
Celda #5-9,Au 242.80,0.043
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.24
NE Tubo 5,Au 242.80,0.301
NE Tubo 6,Au 242.80,0.321
NE Tubo 7,Au 242.80,0.055
Barren Patios,Au 242.80,0.023
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.036
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.043
Especial 5,Au 242.80,0.038
Columna #1,Au 242.80,0.137
Columna #2,Au 242.80,0.099
Columna #3,Au 242.80,0.081
Columna #4,Au 242.80,0.055
Columna #5,Au 242.80,0.031
