Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.948
Comp. Cola Columna,Untitled 000,0.604
Barren,Untitled 000,0.598
Cabeza puntual retorno,Untitled 000,0.963
Celda # 11-A,Untitled 000,0.149
Celda # 11-B,Untitled 000,0.806
Celda # 11-C,Untitled 000,0.190
Celda # 6-F2,Untitled 000,0.132
Celda #5-9,Untitled 000,0.952
Celda #(F1+F2),Untitled 000,0.963
NE Tubo 1,Untitled 000,0.009
NE Tubo 2,Untitled 000,0.275
NE Tubo 4,Untitled 000,0.481
NE Tubo 5,Untitled 000,0.016
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,1.795
Puntual Noroeste,Untitled 000,0.919
Barren Patios,Untitled 000,0.599
Tubo 3,Untitled 000,1.156
Especial 1,Untitled 000,3.341
Especial 2,Untitled 000,1.561
Especial 3,Untitled 000,0.076
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.507
