Analyst,,,,,,
Date Started,4/7/2025 4:55 AM  GMT: 4/7/2025 11:55 AM,,,,,
Worksheet,LC004171_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/7/2025,5:07:24 AM,PATRON,0.8748,,mg/L,0.4
4/7/2025,5:08:00 AM,LC004171-001,0.2056,,mg/L,2.1
4/7/2025,5:08:14 AM,LC004171-002,0.0391,,mg/L,5.8
4/7/2025,5:08:28 AM,LC004171-003,0.3849,,mg/L,0.3
4/7/2025,5:08:40 AM,LC004171-004,1.2795,,mg/L,1.1
4/7/2025,5:08:56 AM,LC004171-005,0.1661,,mg/L,1
4/7/2025,5:09:10 AM,LC004171-006,0.2233,,mg/L,1.2
4/7/2025,5:14:54 AM,PATRON,0.9111,,mg/L,0.4
4/7/2025,5:15:12 AM,LC004171-007,0.105,,mg/L,0.5
4/7/2025,5:15:24 AM,LC004171-008,0.088,,mg/L,0.7
4/7/2025,5:15:38 AM,LC004171-009,0.4308,,mg/L,1.7
4/7/2025,5:15:52 AM,LC004171-010,0.0668,,mg/L,1.1
4/7/2025,5:16:06 AM,LC004171-011,0.1737,,mg/L,2.4
4/7/2025,5:16:18 AM,LC004171-012,0.0076,,mg/L,7.8
4/7/2025,5:16:52 AM,PATRON,0.9178,,mg/L,0.3
4/7/2025,5:17:04 AM,LC004171-013,0.0671,,mg/L,2.6
4/7/2025,5:17:18 AM,LC004171-014,0.1056,,mg/L,0.1
4/7/2025,5:17:30 AM,LC004171-015,0.1277,,mg/L,2
4/7/2025,5:17:44 AM,LC004171-016,0.0853,,mg/L,1.9
4/7/2025,5:17:58 AM,LC004171-017,0.0861,,mg/L,0.6
4/7/2025,5:18:12 AM,LC004171-018,0.0086,,mg/L,22.2
4/7/2025,5:18:56 AM,PATRON,0.9124,,mg/L,0.9
4/7/2025,5:20:42 AM,LC004171-019,0.1374,,mg/L,0.3
4/7/2025,5:20:56 AM,LC004171-020,0.2046,,mg/L,1
4/7/2025,5:21:08 AM,LC004171-021,0.1032,,mg/L,1.2
4/7/2025,5:21:34 AM,LC004171-023,0.1414,,mg/L,0.5
4/7/2025,5:21:48 AM,PATRON,0.9049,,mg/L,0.6
4/7/2025,5:21:58 AM,BLANCO,0.0022,,mg/L,>100
4/7/2025,5:22:08 AM,REAGENT BLANK,0,,mg/L,12.4
4/7/2025,5:22:28 AM,BLANCO,0.0005,,mg/L,>100
4/7/2025,5:22:38 AM,REAGENT BLANK,0,,mg/L,20.7
4/7/2025,5:37:12 AM,LC004171-022,0.0053,,mg/L,25.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
