Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.499
Cabeza puntual retorno,Ag 328.07,0.491
Celda #(F1+F2),Ag 328.07,0.434
Puntual Noroeste,Ag 328.07,0.586
Tubo 3,Ag 328.07,0.424
NE Tubo 2,Ag 328.07,0.079
NE Tubo 4,Ag 328.07,0.931
Especial 1,Ag 328.07,0.083
Especial 2,Ag 328.07,0.074
Especial 3,Ag 328.07,0.031
Especial 4,Ag 328.07,0.038
Especial 5,Ag 328.07,1.878
Columna #1,Ag 328.07,0.488
Columna #2,Ag 328.07,0.465
Columna #3,Ag 328.07,0.446
Columna #4,Ag 328.07,0.41
Columna #5,Ag 328.07,0.304
Comp. Cola Columna,Ag 328.07,0.326
Barren,Ag 328.07,0.292
Barren Patios,Ag 328.07,0.299
NE Tubo 1,Ag 328.07,0.167
NE Tubo 5,Ag 328.07,1.002
NE Tubo 6,Ag 328.07,1.204
NE Tubo 7,Ag 328.07,0.755
Celda # 11-A,Ag 328.07,0.03
Celda # 11-B,Ag 328.07,0.031
Celda # 11-C,Ag 328.07,0.679
Celda #5-9,Ag 328.07,3.826
