Analista,CFR,,,,,,,,,
Fecha de inicio,16/07/2022 10:45,,,,,,,,,
Hoja de trabajo,Ec000093_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,PATRON,0.5002,,mg/L,2.9,0.0155,-0.0005,0.0152,0.016,0.0152
Au,BLANCO,-0.0122,,mg/L,77.5,-0.0004,-0.0004,-0.0001,-0.0003,-0.0007
Au,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,0.0005,-0.0003,-0.0001,0
Au,EC000093-001,0.2194,,mg/L,3.7,0.0293,-0.0007,0.0306,0.0288,0.0286
Au,EC000093-002,0.1964,,mg/L,2.3,0.0262,-0.0012,0.0268,0.0256,0.0263
Au,EC000093-003,0.0099,,mg/L,20.1,0.0013,-0.0013,0.001,0.0013,0.0016
Au,EC000093-004,0.0047,,mg/L,56.2,0.0006,-0.0027,0.001,0.0004,0.0005
Au,EC000093-005,0.2404,,mg/L,3,0.0322,-0.0014,0.0331,0.0324,0.0312
Au,EC000093-006,0.1998,,mg/L,1.4,0.0267,-0.001,0.0265,0.0271,0.0264
Au,EC000093-007,0.66,,mg/L,2.1,0.0923,-0.001,0.0945,0.0915,0.091
Au,PATRON,0.4985,,mg/L,1.3,0.0154,0.0008,0.0155,0.0152,0.0155
Au,BLANCO,-0.0014,,mg/L,>100,0,0.0001,-0.0002,0.0001,0
Au,BLANCO REACTIVO,0,,mg/L,70.2,0.0005,0,0.0006,0.0001,0.0007
