Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.17
Comp. Cola Columna,Untitled 000,1.672
Barren,Untitled 000,1.696
Cabeza puntual retorno,Untitled 000,2.222
Celda # 11-A,Untitled 000,0.812
Celda # 11-B,Untitled 000,0.067
Celda # 11-C,Untitled 000,0.102
Celda # 6-F2,Untitled 000,0.033
Celda #5-9,Untitled 000,0.365
Celda #(F1+F2),Untitled 000,2.318
NE Tubo 1,Untitled 000,0.042
NE Tubo 2,Untitled 000,0.165
NE Tubo 4,Untitled 000,2.665
NE Tubo 5,Untitled 000,2.498
NE Tubo 6,Untitled 000,0.55
NE Tubo 7,Untitled 000,3.67
Puntual Noroeste,Untitled 000,2.272
Barren Patios,Untitled 000,1.649
Tubo 3,Untitled 000,2.427
Especial 1,Untitled 000,0.077
Especial 2,Untitled 000,0.034
Especial 3,Untitled 000,0.277
Especial 4,Untitled 000,0.789
Especial 5,Untitled 000,0.067
Especial 6,Untitled 000,0.037
Pileta Patio,Untitled 000,2.229
