Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.305
Comp. Cabeza Columna,Untitled 000,1.307
Cabeza puntual retorno,Untitled 000,1.321
Celda #(F1+F2),Untitled 000,1.035
Puntual Noroeste,Untitled 000,1.065
Tubo 3,Untitled 000,1.385
Comp. Cola Columna,Untitled 000,0.875
Barren,Untitled 000,0.826
Celda # 11-A,Untitled 000,0.044
Celda # 11-B,Untitled 000,0.021
Celda # 11-C,Untitled 000,0.010
Celda # 6-F2,Untitled 000,0.015
Celda #5-9,Untitled 000,3.276
NE Tubo 1,Untitled 000,0.017
NE Tubo 4,Untitled 000,0.059
NE Tubo 5,Untitled 000,0.066
NE Tubo 6,Untitled 000,0.026
NE Tubo 7,Untitled 000,0.271
Barren Patios,Untitled 000,0.703
Especial 1,Untitled 000,1.905
Especial 2,Untitled 000,1.972
Especial 3,Untitled 000,0.359
Especial 4,Untitled 000,0.020
Especial 5,Untitled 000,2.411
