Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.344
Comp. Cola Columna,Untitled 000,0.216
Barren,Untitled 000,0.222
Cabeza puntual retorno,Untitled 000,0.341
Columna #1,Untitled 000,0.325
Columna #2,Untitled 000,0.321
Columna #3,Untitled 000,0.308
Columna #4,Untitled 000,0.271
Columna #5,Untitled 000,0.208
Celda # 11-A,Untitled 000,0.686
Celda # 11-B,Untitled 000,0.16
Celda # 11-C,Untitled 000,0.096
Celda #5-9,Untitled 000,0.431
Celda #(F1+F2),Untitled 000,0.326
NE Tubo 1,Untitled 000,0.02
NE Tubo 2,Untitled 000,0.681
NE Tubo 4,Untitled 000,0.645
NE Tubo 5,Untitled 000,0.327
NE Tubo 6,Untitled 000,0.574
NE Tubo 7,Untitled 000,0.121
Puntual Noroeste,Untitled 000,0.345
Barren Patios,Untitled 000,0.179
Tubo 3,Untitled 000,0.235
Especial 1,Untitled 000,0.036
Especial 2,Untitled 000,0.069
Especial 3,Untitled 000,0.021
Especial 4,Untitled 000,0.046
Especial 5,Untitled 000,0.105
