Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.049
Cabeza puntual retorno,Au 242.80,0.052
Celda # 11-A,Au 242.80,0.075
Celda #(F1+F2),Au 242.80,0.04
Celda # 6-F2,Au 242.80,0.074
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.044
Tubo 3,Au 242.80,0.057
Especial 1,Au 242.80,0.123
Especial 2,Au 242.80,0.167
Especial 5,Au 242.80,0.131
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.017
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.025
NE Tubo 4,Au 242.80,0.005
NE Tubo 5,Au 242.80,0.002
Barren Patios,Au 242.80,0.005
Especial 3,Au 242.80,0.035
Especial 4,Au 242.80,0.022
