Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.099
Comp. Cola Columna,Untitled 000,0.55
Barren,Untitled 000,0.52
Cabeza puntual retorno,Untitled 000,0.999
Celda # 11-A,Untitled 000,0.247
Celda # 11-B,Untitled 000,0.831
Celda # 11-C,Untitled 000,0.131
Celda #5-9,Untitled 000,0.821
Celda #(F1+F2),Untitled 000,0.683
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.382
NE Tubo 4,Untitled 000,0.629
NE Tubo 5,Untitled 000,0.044
NE Tubo 6,Untitled 000,0.066
NE Tubo 7,Untitled 000,1.145
Puntual Noroeste,Untitled 000,1.043
Barren Patios,Untitled 000,0.437
Tubo 3,Untitled 000,1.147
Especial 1,Untitled 000,2.65
Especial 2,Untitled 000,6.725
Especial 3,Untitled 000,0.034
Especial 4,Untitled 000,0.033
Especial 5,Untitled 000,0.836
Especial 6,Untitled 000,0.019
Columna #1,Untitled 000,0.779
Columna #2,Untitled 000,0.75
Columna #3,Untitled 000,0.628
Columna #4,Untitled 000,0.515
Columna #5,Untitled 000,0.432
