Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.243
Comp. Cola Columna,Untitled 000,0.186
Barren,Untitled 000,0.264
Cabeza puntual retorno,Untitled 000,0.230
Columna #1,Untitled 000,0.221
Columna #2,Untitled 000,0.218
Columna #3,Untitled 000,0.213
Columna #4,Untitled 000,0.193
Columna #5,Untitled 000,0.183
Celda # 11-A,Untitled 000,0.125
Celda # 11-B,Untitled 000,0.042
Celda # 11-C,Untitled 000,0.027
Celda #5-9,Untitled 000,0.135
Celda #(F1+F2),Untitled 000,0.236
NE Tubo 1,Untitled 000,0.035
NE Tubo 2,Untitled 000,0.131
NE Tubo 4,Untitled 000,0.039
NE Tubo 5,Untitled 000,0.030
NE Tubo 6,Untitled 000,0.312
NE Tubo 7,Untitled 000,0.513
Puntual Noroeste,Untitled 000,0.243
Barren Patios,Untitled 000,0.252
Tubo 3,Untitled 000,0.367
Especial 1,Untitled 000,0.535
Especial 2,Untitled 000,0.059
Especial 3,Untitled 000,0.167
Especial 4,Untitled 000,0.324
Especial 5,Untitled 000,0.075
Especial 6,Untitled 000,0.023
