Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.394
Cabeza puntual retorno,Ag 328.07,0.385
Celda #(F1+F2),Ag 328.07,0.391
Puntual Noroeste,Ag 328.07,0.063
Tubo 3,Ag 328.07,0.078
NE Tubo 2,Ag 328.07,0.044
NE Tubo 4,Ag 328.07,0.042
Especial 1,Ag 328.07,1.571
Especial 2,Ag 328.07,0.118
Especial 3,Ag 328.07,0.04
Especial 4,Ag 328.07,0.021
Especial 5,Ag 328.07,0.794
Comp. Cola Columna,Ag 328.07,0.143
Barren,Ag 328.07,0.198
Barren Patios,Ag 328.07,0.151
Barren 2,Ag 328.07,0.158
NE Tubo 1,Ag 328.07,0.018
NE Tubo 5,Ag 328.07,0.013
NE Tubo 6,Ag 328.07,0.052
NE Tubo 7,Ag 328.07,0.029
Celda # 11-A,Ag 328.07,0.019
Celda # 11-B,Ag 328.07,0.013
Celda # 11-C,Ag 328.07,0.01
Celda # 6-F2,Ag 328.07,0.647
Celda #5-9,Ag 328.07,0.029
