Analyst,,,,,,
Date Started,7/9/2025 11:51 PM  GMT: 7/10/2025 6:51 AM,,,,,
Worksheet,LC004909_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
7/9/2025,11:59:46 PM,PATRON,0.9107,,mg/L,0.8
7/10/2025,12:00:00 AM,BLANCO,0.0031,,mg/L,64.2
7/10/2025,12:00:10 AM,REAGENT BLANK,0,,mg/L,58.9
7/10/2025,12:00:30 AM,LC004909-001,0.0628,,mg/L,0.9
7/10/2025,12:00:44 AM,LC004909-002,0.0852,,mg/L,1.6
7/10/2025,12:00:56 AM,LC004909-003,0.5057,,mg/L,0.8
7/10/2025,12:01:10 AM,LC004909-004,0.0631,,mg/L,2.7
7/10/2025,12:01:24 AM,LC004909-005,0.0382,,mg/L,2.3
7/10/2025,12:01:36 AM,LC004909-006,0.0275,,mg/L,0.7
7/10/2025,12:01:50 AM,PATRON,0.9156,,mg/L,1.3
7/10/2025,12:02:12 AM,LC004909-007,0.1099,,mg/L,0.6
7/10/2025,12:02:26 AM,LC004909-008,0.0665,,mg/L,0.5
7/10/2025,12:02:40 AM,LC004909-009,0.1278,,mg/L,0.6
7/10/2025,12:02:54 AM,LC004909-010,0.0397,,mg/L,2.2
7/10/2025,12:03:08 AM,LC004909-011,0.0279,,mg/L,0.9
7/10/2025,12:03:24 AM,LC004909-012,0.005,,mg/L,17.2
7/10/2025,12:03:38 AM,PATRON,0.9263,,mg/L,0.3
7/10/2025,12:03:50 AM,LC004909-013,0.0382,,mg/L,2.7
7/10/2025,12:04:04 AM,LC004909-014,0.0382,,mg/L,2.4
7/10/2025,12:04:18 AM,LC004909-015,0.0489,,mg/L,4
7/10/2025,12:04:32 AM,LC004909-016,0.1031,,mg/L,1.6
7/10/2025,12:04:46 AM,LC004909-017,0.2358,,mg/L,0.7
7/10/2025,12:05:00 AM,LC004909-018,0.061,,mg/L,1.9
7/10/2025,12:06:14 AM,PATRON,0.8947,,mg/L,0.3
7/10/2025,12:06:28 AM,LC004909-019,0.0007,,mg/L,>100
7/10/2025,12:06:42 AM,LC004909-020,0.044,,mg/L,2.4
7/10/2025,12:06:56 AM,LC004909-021,0.0361,,mg/L,0.9
7/10/2025,12:07:08 AM,LC004909-022,0.146,,mg/L,0.5
7/10/2025,12:12:24 AM,LC004909-023,0.773,,mg/L,3.3
7/10/2025,12:13:04 AM,PATRON,0.8998,,mg/L,5.9
7/10/2025,12:13:16 AM,BLANCO,0.0018,,mg/L,95.1
7/10/2025,12:13:24 AM,REAGENT BLANK,0,,mg/L,89
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
