Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.374
Cabeza puntual retorno,Untitled 000,0.356
Celda #(F1+F2),Untitled 000,0.415
Puntual Noroeste,Untitled 000,0.36
Tubo 3,Untitled 000,0.111
NE Tubo 2,Untitled 000,1.025
NE Tubo 4,Untitled 000,0.121
Especial 1,Untitled 000,0.037
Especial 2,Untitled 000,0.12
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.035
Especial 5,Untitled 000,0.064
Comp. Cola Columna,Untitled 000,0.228
Barren,Untitled 000,0.223
Barren Patios,Untitled 000,0.233
NE Tubo 1,Untitled 000,1.38
NE Tubo 5,Untitled 000,0.078
NE Tubo 6,Untitled 000,0.419
NE Tubo 7,Untitled 000,0.062
Celda # 11-A,Untitled 000,0.024
Celda # 11-B,Untitled 000,0.028
Celda # 11-C,Untitled 000,0.021
Celda # 6-F2,Untitled 000,0.415
Celda #5-9,Untitled 000,0.016
