Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.077
Cabeza puntual retorno,Au 242.80,0.076
Celda #(F1+F2),Au 242.80,0.089
Puntual Noroeste,Au 242.80,0.064
Tubo 3,Au 242.80,0.045
NE Tubo 2,Au 242.80,0.109
NE Tubo 4,Au 242.80,0.04
Especial 1,Au 242.80,0.028
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.022
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.008
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.303
NE Tubo 5,Au 242.80,0.046
NE Tubo 6,Au 242.80,0.066
NE Tubo 7,Au 242.80,0.022
Celda # 11-A,Au 242.80,0.015
Celda # 11-B,Au 242.80,0.011
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.207
Celda #5-9,Au 242.80,0.029
