Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.843
Comp. Cola Columna,Untitled 000,0.575
Barren,Untitled 000,0.476
Cabeza puntual retorno,Untitled 000,0.830
Celda # 11-A,Untitled 000,0.052
Celda # 11-B,Untitled 000,0.044
Celda # 11-C,Untitled 000,0.071
Celda #5-9,Untitled 000,2.643
Celda #(F1+F2),Untitled 000,0.753
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.465
NE Tubo 4,Untitled 000,1.745
NE Tubo 5,Untitled 000,0.953
NE Tubo 6,Untitled 000,0.134
NE Tubo 7,Untitled 000,0.432
Puntual Noroeste,Untitled 000,0.747
Tubo 3,Untitled 000,0.471
Especial 1,Untitled 000,0.322
Especial 2,Untitled 000,0.190
Especial 3,Untitled 000,0.054
Especial 4,Untitled 000,0.062
Especial 5,Untitled 000,0.642
Columna #1,Untitled 000,0.826
Columna #2,Untitled 000,0.751
Columna #3,Untitled 000,0.697
Columna #4,Untitled 000,0.665
Columna #5,Untitled 000,0.500
