Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.532
Cabeza puntual retorno,Ag 328.07,0.525
Celda #(F1+F2),Ag 328.07,0.541
Puntual Noroeste,Ag 328.07,0.736
Tubo 3,Ag 328.07,0.736
Comp. Cola Columna,Ag 328.07,0.259
Barren,Ag 328.07,0.265
Celda # 11-A,Ag 328.07,0.023
Celda # 11-B,Ag 328.07,0.028
Celda # 11-C,Ag 328.07,0.020
Celda #5-9,Ag 328.07,0.046
NE Tubo 1,Ag 328.07,0.421
NE Tubo 2,Ag 328.07,0.036
NE Tubo 4,Ag 328.07,1.227
NE Tubo 5,Ag 328.07,0.884
NE Tubo 6,Ag 328.07,1.167
NE Tubo 7,Ag 328.07,0.677
Barren Patios,Ag 328.07,0.248
Especial 1,Ag 328.07,0.046
Especial 2,Ag 328.07,0.130
Especial 3,Ag 328.07,0.022
Especial 4,Ag 328.07,0.046
Especial 5,Ag 328.07,0.045
Columna #1,Ag 328.07,0.444
Columna #2,Ag 328.07,0.385
Columna #3,Ag 328.07,0.342
Columna #4,Ag 328.07,0.281
Columna #5,Ag 328.07,0.217
