Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.021
Columna #2,Untitled 000,1.019
Columna #3,Untitled 000,0.990
Columna #4,Untitled 000,0.942
Columna #5,Untitled 000,0.925
Comp. Cabeza Columna,Untitled 000,1.032
Comp. Cola Columna,Untitled 000,0.978
Barren,Untitled 000,0.978
Cabeza puntual retorno,Untitled 000,1.067
Celda # 11-A,Untitled 000,1.479
Celda # 11-B,Untitled 000,0.078
Celda # 11-C,Untitled 000,0.024
Celda #5-9,Untitled 000,1.759
Celda #(F1+F2),Untitled 000,1.032
Especial 1,Untitled 000,0.854
Especial 2,Untitled 000,0.761
Especial 3,Untitled 000,0.161
Especial 4,Untitled 000,0.048
Especial 5,Untitled 000,1.106
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.781
NE Tubo 4,Untitled 000,0.252
NE Tubo 5,Untitled 000,0.051
NE Tubo 6,Untitled 000,0.026
NE Tubo 7,Untitled 000,0.838
Puntual Noroeste,Untitled 000,0.968
Barren Patios,Untitled 000,0.882
Tubo 3,Untitled 000,1.156
