"Analyst",""
"Date Started","6/3/2025 5:18 AM  GMT: 6/3/2025 12:18 PM"
"Worksheet","LC004648_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"6/3/2025","5:32:58 AM","PATRON",0.9148,"","mg/L",0.7
"6/3/2025","5:33:12 AM","BLANCO",0.0019,"","mg/L",">100"
"6/3/2025","5:33:22 AM","REAGENT BLANK",0.0000,"","mg/L",34.1
"6/3/2025","5:33:38 AM","LC004648-001",0.0708,"","mg/L",1.2
"6/3/2025","5:33:54 AM","LC004648-002",0.0019,"","mg/L",">100"
"6/3/2025","5:34:06 AM","LC004648-003",0.0224,"","mg/L",5.2
"6/3/2025","5:34:20 AM","LC004648-004",0.0238,"","mg/L",9.4
"6/3/2025","5:34:34 AM","LC004648-005",0.1582,"","mg/L",2.1
"6/3/2025","5:34:46 AM","LC004648-006",0.0487,"","mg/L",3.7
"6/3/2025","5:35:00 AM","PATRON",0.9048,"","mg/L",2.0
"6/3/2025","5:35:16 AM","LC004648-007",0.0627,"","mg/L",1.9
"6/3/2025","5:35:36 AM","LC004648-008",0.1681,"","mg/L",0.8
"6/3/2025","5:35:50 AM","LC004648-009",0.1537,"","mg/L",1.4
"6/3/2025","5:36:04 AM","LC004648-010",0.1340,"","mg/L",0.9
"6/3/2025","5:36:18 AM","LC004648-011",-0.0007,"","mg/L",">100"
"6/3/2025","5:36:32 AM","LC004648-012",0.0852,"","mg/L",3.6
"6/3/2025","5:36:46 AM","PATRON",0.9184,"","mg/L",1.4
"6/3/2025","5:37:02 AM","LC004648-013",0.0798,"","mg/L",1.3
"6/3/2025","5:37:16 AM","LC004648-014",0.2459,"","mg/L",0.6
"6/3/2025","5:37:30 AM","LC004648-015",0.1404,"","mg/L",0.4
"6/3/2025","5:37:44 AM","LC004648-016",0.1001,"","mg/L",0.3
"6/3/2025","5:37:58 AM","LC004648-017",0.1536,"","mg/L",0.8
"6/3/2025","5:40:38 AM","LC004648-018",0.9099,"","mg/L",0.4
"6/3/2025","5:41:10 AM","PATRON",0.9044,"","mg/L",0.9
"6/3/2025","5:41:34 AM","REAGENT BLANK",0.0000,"","mg/L",">100"
"6/3/2025","5:42:10 AM","BLANCO",0.0096,"","mg/L",">100"
"6/3/2025","5:42:10 AM","LC003733-021","","","mg/L",""
