Analyst,,,,,,
Date Started,5/27/2025 10:15 PM  GMT: 5/28/2025 5:15 AM,,,,,
Worksheet,LC004562_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/27/2025,10:17:50 PM,PATRON,0.927,,mg/L,0.4
5/27/2025,10:18:00 PM,BLANCO,0.0056,,mg/L,81.6
5/27/2025,10:18:22 PM,REAGENT BLANK,0,,mg/L,>100
5/27/2025,10:18:38 PM,LC004562-001,0.2524,,mg/L,1.5
5/27/2025,10:18:52 PM,LC004562-002,0.2221,,mg/L,0.8
5/27/2025,10:19:04 PM,LC004562-003,0.0078,,mg/L,22
5/27/2025,10:19:18 PM,LC004562-004,0.2695,,mg/L,1.3
5/27/2025,10:19:30 PM,LC004562-005,0.332,,mg/L,0.9
5/27/2025,10:19:44 PM,LC004562-006,0.3349,,mg/L,0.5
5/27/2025,10:19:58 PM,PATRON,0.9061,,mg/L,8.2
5/27/2025,10:20:38 PM,LC004562-007,0.078,,mg/L,1.4
5/27/2025,10:20:50 PM,LC004562-008,0.124,,mg/L,3.4
5/27/2025,10:21:06 PM,LC004562-009,0.0685,,mg/L,0.5
5/27/2025,10:21:18 PM,LC004562-010,0.0878,,mg/L,2.2
5/27/2025,10:21:30 PM,LC004562-011,0.1167,,mg/L,4.3
5/27/2025,10:21:44 PM,LC004562-012,0.0106,,mg/L,28
5/27/2025,10:23:54 PM,PATRON,0.9161,,mg/L,1.5
5/27/2025,10:24:16 PM,LC004562-013,0.241,,mg/L,0.8
5/27/2025,10:24:28 PM,LC004562-014,0.0005,,mg/L,>100
5/27/2025,10:24:40 PM,LC004562-015,0.0726,,mg/L,2
5/27/2025,10:24:54 PM,LC004562-016,0.212,,mg/L,0.6
5/27/2025,10:25:12 PM,LC004562-017,0.3551,,mg/L,0.5
5/27/2025,10:25:26 PM,LC004562-018,0.1346,,mg/L,1.2
5/27/2025,10:25:40 PM,PATRON,0.9188,,mg/L,0.7
5/27/2025,10:25:54 PM,LC004562-019,0.4629,,mg/L,1.4
5/27/2025,10:26:08 PM,PATRON,0.9259,,mg/L,0.4
5/27/2025,10:26:20 PM,BLANCO,-0.003,,mg/L,>100
5/27/2025,10:26:30 PM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
