Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.24
Comp. Cola Columna,Untitled 000,0.185
Barren,Untitled 000,0.244
Cabeza puntual retorno,Untitled 000,0.241
Columna #1,Untitled 000,0.222
Columna #2,Untitled 000,0.215
Columna #3,Untitled 000,0.199
Columna #4,Untitled 000,0.18
Columna #5,Untitled 000,0.16
Celda # 11-A,Untitled 000,0.107
Celda # 11-B,Untitled 000,0.036
Celda # 11-C,Untitled 000,0.024
Celda #5-9,Untitled 000,0.133
Celda #(F1+F2),Untitled 000,0.224
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.118
NE Tubo 4,Untitled 000,0.034
NE Tubo 5,Untitled 000,0.028
NE Tubo 6,Untitled 000,0.519
NE Tubo 7,Untitled 000,0.534
Puntual Noroeste,Untitled 000,0.232
Barren Patios,Untitled 000,0.238
Tubo 3,Untitled 000,0.332
Especial 1,Untitled 000,0.587
Especial 2,Untitled 000,0.053
Especial 3,Untitled 000,0.169
Especial 4,Untitled 000,0.296
Especial 5,Untitled 000,0.058
Especial 6,Untitled 000,0.015
