Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.306
Comp. Cola Columna,Untitled 000,0.831
Barren,Untitled 000,0.834
Cabeza puntual retorno,Untitled 000,1.283
Celda # 11-A,Untitled 000,0.319
Celda # 11-B,Untitled 000,1.818
Celda # 11-C,Untitled 000,1.83
Celda #5-9,Untitled 000,1.09
Celda #(F1+F2),Untitled 000,1.356
NE Tubo 1,Untitled 000,0.01
NE Tubo 2,Untitled 000,0.812
NE Tubo 4,Untitled 000,2.17
NE Tubo 5,Untitled 000,2.866
NE Tubo 6,Untitled 000,1.826
NE Tubo 7,Untitled 000,2.092
Puntual Noroeste,Untitled 000,1.374
Barren Patios,Untitled 000,0.889
Tubo 3,Untitled 000,0.413
Especial 1,Untitled 000,0.313
Especial 2,Untitled 000,0.129
Especial 3,Untitled 000,0.031
Especial 4,Untitled 000,0.125
Especial 5,Untitled 000,0.067
Especial 6,Untitled 000,0.006
Columna #1,Untitled 000,1.213
Columna #2,Untitled 000,1.174
Columna #3,Untitled 000,1.135
Columna #4,Untitled 000,1.007
Columna #5,Untitled 000,1.04
