Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.337
Cabeza puntual retorno,Untitled 000,0.320
Celda #(F1+F2),Untitled 000,0.280
Puntual Noroeste,Untitled 000,0.272
Tubo 3,Untitled 000,0.345
Comp. Cola Columna,Untitled 000,0.313
Barren,Untitled 000,0.340
Celda # 11-A,Untitled 000,0.249
Celda # 11-B,Untitled 000,0.038
Celda # 11-C,Untitled 000,0.018
Celda # 6-F2,Untitled 000,0.308
Celda #5-9,Untitled 000,0.308
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.034
NE Tubo 4,Untitled 000,0.101
NE Tubo 5,Untitled 000,0.022
NE Tubo 6,Untitled 000,0.115
NE Tubo 7,Untitled 000,0.985
Barren Patios,Untitled 000,0.417
Especial 1,Untitled 000,0.795
Especial 2,Untitled 000,0.084
Especial 3,Untitled 000,0.237
Especial 4,Untitled 000,0.358
Especial 5,Untitled 000,0.106
