Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.104
Comp. Cola Columna,Untitled 000,0.596
Barren,Untitled 000,0.618
Cabeza puntual retorno,Untitled 000,1.100
Celda # 11-A,Untitled 000,0.475
Celda # 11-B,Untitled 000,0.189
Celda # 11-C,Untitled 000,0.036
Celda # 6-F2,Untitled 000,3.602
Celda #5-9,Untitled 000,1.747
Celda #(F1+F2),Untitled 000,0.738
NE Tubo 1,Untitled 000,0.046
NE Tubo 2,Untitled 000,0.172
NE Tubo 4,Untitled 000,0.147
NE Tubo 5,Untitled 000,0.125
NE Tubo 6,Untitled 000,0.185
NE Tubo 7,Untitled 000,0.940
Puntual Noroeste,Untitled 000,0.624
Barren Patios,Untitled 000,0.591
Tubo 3,Untitled 000,0.933
Especial 1,Untitled 000,3.806
Especial 2,Untitled 000,0.562
Especial 3,Untitled 000,0.405
Especial 4,Untitled 000,0.614
Especial 5,Untitled 000,1.253
Especial 6,Untitled 000,0.044
