Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.784
Comp. Cola Columna,Untitled 000,0.571
Barren,Untitled 000,0.484
Cabeza puntual retorno,Untitled 000,0.793
Celda # 11-A,Untitled 000,0.058
Celda # 11-B,Untitled 000,0.04
Celda # 11-C,Untitled 000,0.064
Celda # 6-F2,Untitled 000,0.548
Celda #5-9,Untitled 000,2.26
Celda #(F1+F2),Untitled 000,0.714
NE Tubo 1,Untitled 000,0.036
NE Tubo 2,Untitled 000,0.449
NE Tubo 4,Untitled 000,1.523
NE Tubo 5,Untitled 000,0.885
NE Tubo 6,Untitled 000,0.137
NE Tubo 7,Untitled 000,0.409
Puntual Noroeste,Untitled 000,0.711
Barren Patios,Untitled 000,0.488
Tubo 3,Untitled 000,0.452
Especial 1,Untitled 000,0.348
Especial 2,Untitled 000,0.567
Especial 3,Untitled 000,0.071
Especial 4,Untitled 000,0.068
Especial 5,Untitled 000,0.605
Especial 6,Untitled 000,0.027
