Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.066
Cabeza puntual retorno,Au 242.80,0.065
Celda #(F1+F2),Au 242.80,0.08
Puntual Noroeste,Au 242.80,0.075
Tubo 3,Au 242.80,0.125
NE Tubo 2,Au 242.80,0.028
NE Tubo 4,Au 242.80,0.031
Especial 1,Au 242.80,0.13
Especial 2,Au 242.80,0.021
Especial 3,Au 242.80,0.02
Especial 4,Au 242.80,0.011
Especial 5,Au 242.80,0.026
Columna #1,Au 242.80,0.052
Columna #2,Au 242.80,0.039
Columna #3,Au 242.80,0.03
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.006
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.009
Barren Patios,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.005
NE Tubo 5,Au 242.80,0.041
NE Tubo 6,Au 242.80,0.024
NE Tubo 7,Au 242.80,0.05
Celda # 11-A,Au 242.80,0.004
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.009
Celda #5-9,Au 242.80,0.018
