Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.978
Columna #2,Untitled 000,1.924
Columna #3,Untitled 000,1.79
Columna #4,Untitled 000,1.659
Columna #5,Untitled 000,1.171
Comp. Cabeza Columna,Untitled 000,2.05
Comp. Cola Columna,Untitled 000,1.496
Barren,Untitled 000,1.459
Cabeza puntual retorno,Untitled 000,2.05
Celda # 11-A,Untitled 000,0.61
Celda # 11-B,Untitled 000,0.628
Celda # 11-C,Untitled 000,0.158
Celda #5-9,Untitled 000,0.552
Celda #(F1+F2),Untitled 000,2.126
NE Tubo 1,Untitled 000,0.045
NE Tubo 2,Untitled 000,0.269
NE Tubo 4,Untitled 000,1.516
NE Tubo 5,Untitled 000,2.307
NE Tubo 6,Untitled 000,0.699
NE Tubo 7,Untitled 000,3.258
Puntual Noroeste,Untitled 000,2.108
Tubo 3,Untitled 000,2.402
Especial 1,Untitled 000,0.081
Especial 2,Untitled 000,0.028
Especial 3,Untitled 000,0.236
Especial 4,Untitled 000,0.777
Especial 5,Untitled 000,0.108
Barren Patios,Untitled 000,1.498
