Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.13
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.129
Celda # 11-A,Au 242.80,0.086
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.253
Celda # 6-F2,Au 242.80,0.026
Celda #5-9,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.127
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.058
NE Tubo 4,Au 242.80,0.217
NE Tubo 5,Au 242.80,0.222
NE Tubo 6,Au 242.80,0.328
NE Tubo 7,Au 242.80,0.123
Puntual Noroeste,Au 242.80,0.16
Barren Patios,Au 242.80,0.022
Tubo 3,Au 242.80,0.069
Especial 1,Au 242.80,0.029
Especial 2,Au 242.80,0.05
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.06
