Analyst,,,,,,
Date Started,8/30/2025 4:50 AM  GMT: 8/30/2025 11:50 AM,,,,,
Worksheet,LC005254_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/30/2025,5:13:02 AM,PATRON,0.8966,,mg/L,0.4
8/30/2025,5:13:28 AM,BLANCO,0.0033,,mg/L,79.8
8/30/2025,5:13:38 AM,REAGENT BLANK,0,,mg/L,>100
8/30/2025,5:14:38 AM,LC005254-001,0.1202,,mg/L,1.8
8/30/2025,5:14:50 AM,LC005254-002,0.1015,,mg/L,0.3
8/30/2025,5:15:04 AM,LC005254-003,0.0009,,mg/L,>100
8/30/2025,5:15:16 AM,LC005254-004,0.1193,,mg/L,1.6
8/30/2025,5:15:30 AM,LC005254-005,0.0029,,mg/L,20
8/30/2025,5:15:44 AM,LC005254-006,0.3534,,mg/L,1.3
8/30/2025,5:15:58 AM,PATRON,0.8957,,mg/L,0.5
8/30/2025,5:16:16 AM,LC005254-007,0.0024,,mg/L,15.7
8/30/2025,5:16:30 AM,LC005254-008,0.3384,,mg/L,1.2
8/30/2025,5:16:42 AM,LC005254-009,0.0893,,mg/L,1.3
8/30/2025,5:16:56 AM,LC005254-010,0.1828,,mg/L,1.1
8/30/2025,5:17:10 AM,LC005254-011,0.1579,,mg/L,1.5
8/30/2025,5:17:30 AM,LC005254-012,0.2232,,mg/L,0.6
8/30/2025,5:17:44 AM,PATRON,0.8879,,mg/L,0.5
8/30/2025,5:18:28 AM,LC005254-015,0.0194,,mg/L,9.2
8/30/2025,5:18:42 AM,LC005254-016,0.0768,,mg/L,2.4
8/30/2025,5:18:54 AM,LC005254-017,0.0956,,mg/L,0.6
8/30/2025,5:19:08 AM,LC005254-018,0.0271,,mg/L,4
8/30/2025,5:19:22 AM,PATRON,0.9056,,mg/L,0.1
8/30/2025,5:19:42 AM,LC005254-019,0.0181,,mg/L,4.2
8/30/2025,5:19:56 AM,LC005254-020,0.0767,,mg/L,2
8/30/2025,5:20:08 AM,LC005254-021,0.4555,,mg/L,0.8
8/30/2025,5:20:26 AM,PATRON,0.9074,,mg/L,2.1
8/30/2025,5:20:42 AM,BLANCO,0.012,,mg/L,48.6
8/30/2025,5:20:50 AM,REAGENT BLANK,0,,mg/L,24.4
8/30/2025,5:21:36 AM,LC005254-013,0.1154,,mg/L,1.2
8/30/2025,5:21:50 AM,LC005254-014,0.1369,,mg/L,0.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
