"Analyst","CD"
"Date Started","3/1/2025 5:05 AM  GMT: 3/1/2025 12:05 PM"
"Worksheet","LC003886_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"3/1/2025","5:14:04 AM","PATRON",0.8987,"","mg/L",0.8
"3/1/2025","5:14:20 AM","BLANCO",0.0147,"","mg/L",22.2
"3/1/2025","5:14:30 AM","REAGENT BLANK",0.0000,"","mg/L",27.6
"3/1/2025","5:14:44 AM","LC003886-001",0.2668,"","mg/L",0.9
"3/1/2025","5:14:54 AM","LC003886-002",0.1961,"","mg/L",0.5
"3/1/2025","5:15:06 AM","LC003886-003",0.0779,"","mg/L",1.8
"3/1/2025","5:15:18 AM","LC003886-004",0.0984,"","mg/L",0.7
"3/1/2025","5:15:30 AM","LC003886-005",0.0024,"","mg/L",53.6
"3/1/2025","5:15:42 AM","LC003886-006",0.0028,"","mg/L",8.2
"3/1/2025","5:15:56 AM","PATRON",0.8835,"","mg/L",0.9
"3/1/2025","5:16:12 AM","LC003886-007",0.0143,"","mg/L",5.3
"3/1/2025","5:16:24 AM","LC003886-008",0.2773,"","mg/L",0.4
"3/1/2025","5:16:36 AM","LC003886-009",0.3782,"","mg/L",0.6
"3/1/2025","5:16:48 AM","LC003886-010",0.0398,"","mg/L",3.1
"3/1/2025","5:17:00 AM","LC003886-011",0.0025,"","mg/L",54.9
"3/1/2025","5:17:12 AM","LC003886-012",0.0616,"","mg/L",0.5
"3/1/2025","5:19:48 AM","PATRON",0.9056,"","mg/L",0.1
"3/1/2025","5:20:02 AM","LC003886-013",0.0242,"","mg/L",1.4
"3/1/2025","5:20:14 AM","LC003886-014",0.0500,"","mg/L",1.1
"3/1/2025","5:20:24 AM","LC003886-015",0.1562,"","mg/L",0.1
"3/1/2025","5:20:42 AM","LC003886-016",0.4799,"","mg/L",0.1
"3/1/2025","5:20:56 AM","PATRON",0.9149,"","mg/L",0.9
"3/1/2025","5:20:56 AM","BLANCO","","","mg/L",""

"Method: Au AU ALTO (Flame)"

