Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.444
Columna #2,Untitled 000,1.467
Columna #3,Untitled 000,1.444
Columna #4,Untitled 000,1.281
Columna #5,Untitled 000,1.042
Comp. Cabeza Columna,Untitled 000,1.434
Comp. Cola Columna,Untitled 000,1.135
Barren,Untitled 000,1.103
Cabeza puntual retorno,Untitled 000,1.441
Celda # 11-A,Untitled 000,0.174
Celda # 11-B,Untitled 000,4.867
Celda # 11-C,Untitled 000,1.631
Celda #5-9,Untitled 000,0.043
Celda #(F1+F2),Untitled 000,1.278
NE Tubo 1,Untitled 000,2.935
NE Tubo 2,Untitled 000,0.572
NE Tubo 4,Untitled 000,2.308
NE Tubo 5,Untitled 000,1.422
NE Tubo 6,Untitled 000,0.247
NE Tubo 7,Untitled 000,1.127
Puntual Noroeste,Untitled 000,1.229
Tubo 3,Untitled 000,1.157
Especial 1,Untitled 000,0.069
Especial 2,Untitled 000,0.055
Especial 3,Untitled 000,0.120
Especial 4,Untitled 000,0.086
Especial 5,Untitled 000,0.059
