"Analista",""
"Fecha de inicio","24/01/2026 07:57 p. m.  GMT: 25/01/2026 02:57 a. m."
"Hoja de trabajo","LC006225_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"24/01/2026","08:29:08 p. m.","PATRON",0.8920,"","mg/L",0.7
"24/01/2026","08:29:16 p. m.","BLANCO",0.0095,"","mg/L",41.7
"24/01/2026","08:29:26 p. m.","REAGENT BLANK",0.0000,"","mg/L",79.2
"24/01/2026","08:29:40 p. m.","LC006225-001",0.3051,"","mg/L",0.3
"24/01/2026","08:29:52 p. m.","LC006225-002","OVER","R","mg/L",0.0
"24/01/2026","08:30:08 p. m.","LC006225-003",0.0623,"","mg/L",3.2
"24/01/2026","08:30:24 p. m.","LC006225-004",0.0252,"","mg/L",4.8
"24/01/2026","08:30:38 p. m.","LC006225-005",0.9000,"","mg/L",0.5
"24/01/2026","08:30:52 p. m.","LC006225-006",0.7690,"","mg/L",0.7
"24/01/2026","08:31:12 p. m.","PATRON",0.8871,"","mg/L",0.5
"24/01/2026","08:31:32 p. m.","LC006225-007",0.1088,"","mg/L",1.9
"24/01/2026","08:31:48 p. m.","LC006225-008",0.2256,"","mg/L",1.5
"24/01/2026","08:32:04 p. m.","LC006225-009",0.0875,"","mg/L",2.1
"24/01/2026","08:32:18 p. m.","LC006225-010",0.1342,"","mg/L",1.8
"24/01/2026","08:32:34 p. m.","LC006225-011",0.0644,"","mg/L",1.0
"24/01/2026","08:32:48 p. m.","LC006225-012",0.0682,"","mg/L",0.8
"24/01/2026","08:33:02 p. m.","PATRON",0.8761,"","mg/L",0.4
"24/01/2026","08:33:22 p. m.","LC006225-013",0.3133,"","mg/L",0.5
"24/01/2026","08:33:38 p. m.","LC006225-014",0.6879,"","mg/L",0.9
"24/01/2026","08:33:56 p. m.","LC006225-015",0.0050,"","mg/L",18.2
"24/01/2026","08:34:10 p. m.","LC006225-016",0.0775,"","mg/L",2.2
"24/01/2026","08:34:26 p. m.","LC006225-017",-0.0001,"","mg/L",">100"
"24/01/2026","08:34:40 p. m.","LC006225-018",0.1871,"","mg/L",0.6
"24/01/2026","08:34:54 p. m.","PATRON",0.8890,"","mg/L",0.5
"24/01/2026","08:35:12 p. m.","LC006225-019",0.1882,"","mg/L",1.0
"24/01/2026","08:35:28 p. m.","LC006225-020",0.0586,"","mg/L",4.1
"24/01/2026","08:35:44 p. m.","LC006225-021",0.1132,"","mg/L",0.7
"24/01/2026","08:35:58 p. m.","LC006225-022",0.7726,"","mg/L",0.6
"24/01/2026","08:36:14 p. m.","LC006225-023",0.0033,"","mg/L",32.7
"24/01/2026","08:36:34 p. m.","LC006225-024",0.4750,"","mg/L",0.4
"24/01/2026","08:36:48 p. m.","PATRON",0.8834,"","mg/L",0.6
"24/01/2026","08:37:06 p. m.","BLANCO",-0.0076,"","mg/L",68.7
"24/01/2026","08:37:18 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"24/01/2026","08:37:18 p. m.","1","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"24/01/2026","08:42:18 p. m.","LC006225-002",1.7051,"","mg/L",0.4
"24/01/2026","08:42:18 p. m.","1","","","mg/L",""
