Sample ID,Analyte Name,Reported Conc (Calib)
Columna #1,Untitled 000,0.279
Columna #2,Untitled 000,0.286
Columna #3,Untitled 000,0.281
Columna #4,Untitled 000,0.269
Columna #5,Untitled 000,0.206
Comp. Cabeza Columna,Untitled 000,0.27
Comp. Cola Columna,Untitled 000,0.22
Barren,Untitled 000,0.209
Cabeza puntual retorno,Untitled 000,0.289
Celda # 11-A,Untitled 000,0.272
Celda # 11-B,Untitled 000,0.051
Celda # 11-C,Untitled 000,0.042
Celda #5-9,Untitled 000,0.372
Celda #(F1+F2),Untitled 000,0.274
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.164
NE Tubo 4,Untitled 000,0.159
NE Tubo 5,Untitled 000,0.033
NE Tubo 6,Untitled 000,0.119
NE Tubo 7,Untitled 000,0.028
Puntual Noroeste,Untitled 000,0.232
Barren Patios,Untitled 000,0.191
Tubo 3,Untitled 000,0.57
Especial 1,Untitled 000,0.041
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,0.165
Especial 4,Untitled 000,1.253
Especial 5,Untitled 000,0.057
Especial 6,Untitled 000,0.018
