Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.527
Comp. Cola Columna,Untitled 000,0.301
Comp. Cola Columna,Untitled 000,0.294
Barren,Untitled 000,0.400
Cabeza puntual retorno,Untitled 000,0.535
Celda # 11-A,Untitled 000,0.371
Celda # 11-B,Untitled 000,0.308
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.394
Celda #(F1+F2),Untitled 000,0.458
NE Tubo 1,Untitled 000,0.018
NE Tubo 2,Untitled 000,0.391
NE Tubo 4,Untitled 000,0.155
NE Tubo 5,Untitled 000,0.117
NE Tubo 6,Untitled 000,0.923
NE Tubo 7,Untitled 000,0.475
Puntual Noroeste,Untitled 000,0.382
Barren Patios,Untitled 000,0.270
Tubo 3,Untitled 000,0.464
Especial 1,Untitled 000,0.324
Especial 2,Untitled 000,0.440
Especial 3,Untitled 000,0.032
Especial 4,Untitled 000,0.034
Especial 5,Untitled 000,0.239
Columna #2,Untitled 000,0.422
Columna #4,Untitled 000,0.355
Columna #5,Untitled 000,0.280
