Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.173
Cabeza puntual retorno,Au 242.80,0.168
Celda #(F1+F2),Au 242.80,0.17
Puntual Noroeste,Au 242.80,0.199
Tubo 3,Au 242.80,0.28
NE Tubo 2,Au 242.80,0.102
NE Tubo 4,Au 242.80,0.265
Especial 1,Au 242.80,0.043
Especial 2,Au 242.80,0.033
Especial 3,Au 242.80,0.197
Especial 4,Au 242.80,0.191
Especial 5,Au 242.80,0.043
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.011
Barren Patios,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.02
NE Tubo 5,Au 242.80,0.235
NE Tubo 6,Au 242.80,0.113
NE Tubo 7,Au 242.80,0.1
Celda # 11-A,Au 242.80,0.103
Celda # 11-B,Au 242.80,0.064
Celda # 11-C,Au 242.80,0.073
Celda # 6-F2,Au 242.80,0.024
Celda #5-9,Au 242.80,0.028
