Analyst,,,,,,
Date Started,8/4/2025 2:06 AM  GMT: 8/4/2025 9:06 AM,,,,,
Worksheet,LC005094_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/4/2025,2:13:48 AM,REAGENT BLANK,0,,mg/L,30.7
8/4/2025,2:14:10 AM,BLANCO,0.0139,,mg/L,33
8/4/2025,2:14:24 AM,LC005094-001,0.1514,,mg/L,0.3
8/4/2025,2:14:38 AM,LC005094-002,0.2804,,mg/L,2.3
8/4/2025,2:15:18 AM,LC005094-005,0.3022,,mg/L,0.9
8/4/2025,2:15:30 AM,LC005094-006,0.3338,,mg/L,0.3
8/4/2025,2:16:36 AM,PATRON,0.8791,,mg/L,2.4
8/4/2025,2:16:50 AM,LC005094-003,0.1589,,mg/L,0.8
8/4/2025,2:17:04 AM,LC005094-004,0.1452,,mg/L,0.9
8/4/2025,2:17:18 AM,PATRON,0.9005,,mg/L,0.7
8/4/2025,2:17:36 AM,LC005094-007,0.1933,,mg/L,2.2
8/4/2025,2:17:50 AM,LC005094-008,0.0161,,mg/L,23.1
8/4/2025,2:18:12 AM,LC005094-009,0.2676,,mg/L,1.3
8/4/2025,2:18:26 AM,LC005094-010,0.0795,,mg/L,2.7
8/4/2025,2:18:58 AM,LC005094-011,0.0755,,mg/L,5.2
8/4/2025,2:19:12 AM,LC005094-012,0.0181,,mg/L,27.5
8/4/2025,2:19:28 AM,PATRON,0.9178,,mg/L,1.5
8/4/2025,2:19:44 AM,LC005094-013,0.0541,,mg/L,4.4
8/4/2025,2:19:58 AM,LC005094-014,0.1606,,mg/L,1.4
8/4/2025,2:20:12 AM,LC005094-015,0.1145,,mg/L,1.6
8/4/2025,2:20:24 AM,LC005094-016,0.1445,,mg/L,1.4
8/4/2025,2:20:38 AM,LC005094-017,0.577,,mg/L,1.2
8/4/2025,2:22:04 AM,LC005094-018,0.0046,,mg/L,26.5
8/4/2025,2:22:20 AM,PATRON,0.8877,,mg/L,0.9
8/4/2025,2:22:34 AM,LC005094-019,0.4876,,mg/L,0.8
8/4/2025,2:22:48 AM,LC005094-020,0.4497,,mg/L,1
8/4/2025,2:23:02 AM,LC005094-021,0.1755,,mg/L,0.6
8/4/2025,2:23:16 AM,LC005094-022,0.4634,,mg/L,0.8
8/4/2025,2:23:30 AM,LC005094-023,0.3785,,mg/L,0.9
8/4/2025,2:23:44 AM,LC005094-024,0.1193,,mg/L,1.9
8/4/2025,2:23:58 AM,PATRON,0.8843,,mg/L,0.9
8/4/2025,2:24:06 AM,PATRON,0.8901,,mg/L,1.8
8/4/2025,2:24:38 AM,REAGENT BLANK,0,,mg/L,15.2
8/4/2025,2:25:02 AM,BLANCO,-0.005,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
