Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.428
Comp. Cola Columna,Untitled 000,0.346
Barren,Untitled 000,0.353
Cabeza puntual retorno,Untitled 000,0.43
Celda # 11-A,Untitled 000,0.555
Celda # 11-B,Untitled 000,0.267
Celda # 11-C,Untitled 000,0.059
Celda #5-9,Untitled 000,0.391
Celda #(F1+F2),Untitled 000,0.334
NE Tubo 1,Untitled 000,0.131
NE Tubo 2,Untitled 000,0.099
NE Tubo 4,Untitled 000,0.35
NE Tubo 5,Untitled 000,0.106
NE Tubo 6,Untitled 000,0.034
NE Tubo 7,Untitled 000,0.463
Puntual Noroeste,Untitled 000,0.429
Barren Patios,Untitled 000,0.347
Tubo 3,Untitled 000,0.597
Especial 1,Untitled 000,1.62
Especial 2,Untitled 000,0.955
Especial 3,Untitled 000,0.06
Especial 4,Untitled 000,0.063
Especial 5,Untitled 000,0.395
Especial 6,Untitled 000,0.549
Columna #1,Untitled 000,0.407
Columna #3,Untitled 000,0.386
Columna #4,Untitled 000,0.345
Columna #5,Untitled 000,0.284
