Analyst,,,,,,
Date Started,9/22/2025 11:20 PM  GMT: 9/23/2025 6:20 AM,,,,,
Worksheet,LC005414_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/22/2025,11:32:16 PM,PATRON,0.8941,,mg/L,0.7
9/22/2025,11:32:30 PM,BLANCO,0.0093,,mg/L,21.6
9/22/2025,11:32:40 PM,REAGENT BLANK,0,,mg/L,20.6
9/22/2025,11:32:54 PM,LC005414-001,0.1542,,mg/L,1
9/22/2025,11:33:06 PM,LC005414-002,0.0646,,mg/L,2.2
9/22/2025,11:33:18 PM,LC005414-003,0.3279,,mg/L,0.5
9/22/2025,11:33:30 PM,LC005414-004,0.1501,,mg/L,0.5
9/22/2025,11:33:44 PM,LC005414-005,0.3915,,mg/L,0.5
9/22/2025,11:33:56 PM,LC005414-006,0.1402,,mg/L,1.4
9/22/2025,11:34:10 PM,PATRON,0.8796,,mg/L,0.7
9/22/2025,11:34:26 PM,LC005414-007,0.0028,,mg/L,16
9/22/2025,11:34:40 PM,LC005414-008,0.1544,,mg/L,1.4
9/22/2025,11:34:52 PM,LC005414-009,0.1295,,mg/L,1.1
9/22/2025,11:35:06 PM,LC005414-010,0.1743,,mg/L,0.8
9/22/2025,11:35:18 PM,LC005414-011,0.0026,,mg/L,56.3
9/22/2025,11:35:30 PM,LC005414-012,0.0756,,mg/L,1.5
9/22/2025,11:36:44 PM,PATRON,0.8809,,mg/L,0.8
9/22/2025,11:36:56 PM,LC005414-013,0.1218,,mg/L,1
9/22/2025,11:37:10 PM,LC005414-014,0.0957,,mg/L,2.3
9/22/2025,11:37:22 PM,LC005414-015,-0.0025,,mg/L,57.9
9/22/2025,11:37:36 PM,LC005414-016,0.7455,,mg/L,0.3
9/22/2025,11:37:48 PM,LC005414-017,0.3277,,mg/L,1.3
9/22/2025,11:38:00 PM,LC005414-018,0.2946,,mg/L,0.9
9/22/2025,11:39:50 PM,PATRON,0.8907,,mg/L,0.9
9/22/2025,11:40:10 PM,LC005414-019,0.2454,,mg/L,0.7
9/22/2025,11:40:18 PM,LC005414-020,OVER,R,mg/L,0
9/22/2025,11:40:36 PM,LC005414-021,0.0988,,mg/L,1
9/22/2025,11:40:48 PM,LC005414-022,0.1063,,mg/L,1
9/22/2025,11:41:00 PM,LC005414-023,0.0249,,mg/L,2.9
9/22/2025,11:41:12 PM,LC005414-024,0.1186,,mg/L,1.3
9/22/2025,11:41:26 PM,PATRON,0.8835,,mg/L,0.8
9/22/2025,11:41:36 PM,PATRON,0.8835,,mg/L,0.5
9/22/2025,11:41:56 PM,BLANCO,0.0045,,mg/L,32.2
9/22/2025,11:42:04 PM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
9/22/2025,11:43:54 PM,LC005414-020,2.6738,,mg/L,0.8
