Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.669
Comp. Cola Columna,Untitled 000,0.476
Barren,Untitled 000,0.484
Cabeza puntual retorno,Untitled 000,0.633
Celda # 11-A,Untitled 000,0.305
Celda # 11-B,Untitled 000,0.038
Celda # 11-C,Untitled 000,0.018
Celda # 6-F2,Untitled 000,0.043
Celda #5-9,Untitled 000,0.018
Celda #(F1+F2),Untitled 000,0.633
NE Tubo 2,Untitled 000,0.279
NE Tubo 4,Untitled 000,0.073
NE Tubo 5,Untitled 000,0.121
NE Tubo 6,Untitled 000,0.142
NE Tubo 7,Untitled 000,0.5
Puntual Noroeste,Untitled 000,0.581
Barren Patios,Untitled 000,0.401
Tubo 3,Untitled 000,1.535
Especial 1,Untitled 000,0.026
Especial 2,Untitled 000,0.019
Especial 3,Untitled 000,0.436
Especial 4,Untitled 000,0.566
Especial 5,Untitled 000,0.05
