Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.415
Comp. Cola Columna,Untitled 000,0.32
Barren,Untitled 000,0.27
Cabeza puntual retorno,Untitled 000,0.418
Celda # 11-A,Untitled 000,0.056
Celda # 11-B,Untitled 000,0.039
Celda # 11-C,Untitled 000,0.036
Celda # 6-F2,Untitled 000,0.476
Celda #5-9,Untitled 000,0.233
Celda #(F1+F2),Untitled 000,0.404
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.422
NE Tubo 4,Untitled 000,0.293
NE Tubo 5,Untitled 000,0.068
NE Tubo 6,Untitled 000,0.087
NE Tubo 7,Untitled 000,0.126
Puntual Noroeste,Untitled 000,0.349
Barren Patios,Untitled 000,0.253
Tubo 3,Untitled 000,0.654
Especial 1,Untitled 000,0.04
Especial 2,Untitled 000,0.034
Especial 3,Untitled 000,0.06
Especial 4,Untitled 000,0.059
Especial 5,Untitled 000,0.052
Especial 6,Untitled 000,0.028
