Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.217
Comp. Cola Columna,Untitled 000,0.22
Barren,Untitled 000,0.226
Cabeza puntual retorno,Untitled 000,0.213
Columna #1,Untitled 000,0.207
Columna #2,Untitled 000,0.214
Columna #3,Untitled 000,0.215
Columna #4,Untitled 000,0.206
Columna #5,Untitled 000,0.198
Celda # 11-A,Untitled 000,0.104
Celda # 11-B,Untitled 000,0.116
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.606
Celda #(F1+F2),Untitled 000,0.169
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.17
NE Tubo 4,Untitled 000,0.207
NE Tubo 5,Untitled 000,0.101
NE Tubo 6,Untitled 000,0.034
NE Tubo 7,Untitled 000,0.284
Puntual Noroeste,Untitled 000,0.159
Barren patios,Untitled 000,0.2
Tubo 3,Untitled 000,0.11
Especial 1,Untitled 000,2.202
Especial 2,Untitled 000,0.092
Especial 3,Untitled 000,0.04
Especial 4,Untitled 000,0.039
Especial 5,Untitled 000,0.204
Especial 6,Untitled 000,0.037
