Analyst,,,,,,
Date Started,5/17/2025 10:18 PM  GMT: 5/18/2025 5:18 AM,,,,,
Worksheet,LC004486_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/17/2025,10:41:20 PM,PATRON,0.9117,,mg/L,1.1
5/17/2025,10:41:34 PM,BLANCO,0.0115,,mg/L,34.4
5/17/2025,10:41:50 PM,REAGENT BLANK,0,,mg/L,34.8
5/17/2025,10:42:06 PM,LC004486-001,0.0857,,mg/L,1.8
5/17/2025,10:42:16 PM,LC004486-002,0.1007,,mg/L,0.9
5/17/2025,10:42:26 PM,LC004486-003,0.7159,,mg/L,0.6
5/17/2025,10:42:38 PM,LC004486-004,0.3561,,mg/L,0.4
5/17/2025,10:42:48 PM,LC004486-005,0.1576,,mg/L,1.1
5/17/2025,10:43:00 PM,LC004486-006,0.0919,,mg/L,1.3
5/17/2025,10:43:16 PM,PATRON,0.9248,,mg/L,0.8
5/17/2025,10:43:36 PM,LC004486-007,0.0847,,mg/L,1
5/17/2025,10:43:50 PM,LC004486-008,0.0064,,mg/L,20.3
5/17/2025,10:44:02 PM,LC004486-009,0.5761,,mg/L,0.8
5/17/2025,10:44:14 PM,LC004486-010,0.3033,,mg/L,0.9
5/17/2025,10:44:24 PM,LC004486-011,0.0087,,mg/L,3.4
5/17/2025,10:44:34 PM,LC004486-012,0.0074,,mg/L,11.6
5/17/2025,10:44:48 PM,PATRON,0.9163,,mg/L,0.1
5/17/2025,10:45:04 PM,LC004486-013,0.0056,,mg/L,8.8
5/17/2025,10:45:14 PM,LC004486-014,0.2677,,mg/L,0.7
5/17/2025,10:45:26 PM,LC004486-015,0.0812,,mg/L,0.2
5/17/2025,10:45:38 PM,LC004486-016,0.2294,,mg/L,0.8
5/17/2025,10:45:50 PM,LC004486-017,0.1198,,mg/L,0.9
5/17/2025,10:45:50 PM,BLANCO,,,mg/L,
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
