Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.01
Comp. Cola Columna,Untitled 000,0.639
Barren,Untitled 000,0.762
Cabeza puntual retorno,Untitled 000,1.011
Celda # 11-A,Untitled 000,0.046
Celda # 11-B,Untitled 000,0.033
Celda # 11-C,Untitled 000,0.075
Celda # 6-F2,Untitled 000,0.156
Celda #5-9,Untitled 000,3.63
Celda #(F1+F2),Untitled 000,0.887
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.408
NE Tubo 4,Untitled 000,1.83
NE Tubo 5,Untitled 000,1.272
NE Tubo 6,Untitled 000,0.571
NE Tubo 7,Untitled 000,0.635
Puntual Noroeste,Untitled 000,0.785
Barren Patios,Untitled 000,0.621
Tubo 3,Untitled 000,0.438
Especial 1,Untitled 000,0.466
Especial 2,Untitled 000,0.221
Especial 3,Untitled 000,0.05
Especial 4,Untitled 000,0.052
Especial 5,Untitled 000,1.95
Especial 6,Untitled 000,0.031
