Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.06
Cabeza puntual retorno,Au 242.80,0.058
Celda #(F1+F2),Au 242.80,0.059
Puntual Noroeste,Au 242.80,0.061
Tubo 3,Au 242.80,0.063
NE Tubo 2,Au 242.80,0.024
NE Tubo 4,Au 242.80,0.009
Especial 1,Au 242.80,0.061
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.001
Especial 4,Au 242.80,0.004
Especial 5,Au 242.80,0.09
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.008
Barren Patios,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.004
NE Tubo 5,Au 242.80,0.036
NE Tubo 6,Au 242.80,0.085
NE Tubo 7,Au 242.80,0.041
Celda # 11-A,Au 242.80,0.009
Celda # 11-B,Au 242.80,0.02
Celda # 11-C,Au 242.80,0.055
Celda # 6-F2,Au 242.80,0.091
Celda #5-9,Au 242.80,0.025
