Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.052
Cabeza puntual retorno,Au 242.80,0.053
Celda #(F1+F2),Au 242.80,0.058
Puntual Noroeste,Au 242.80,0.059
Tubo 3,Au 242.80,0.071
NE Tubo 2,Au 242.80,0.031
NE Tubo 4,Au 242.80,0.016
Especial 1,Au 242.80,0.071
Especial 2,Au 242.80,0.073
Especial 3,Au 242.80,0.018
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.101
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.012
Barren Patios,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.004
NE Tubo 5,Au 242.80,0.113
NE Tubo 6,Au 242.80,0.105
NE Tubo 7,Au 242.80,0.05
Celda # 11-A,Au 242.80,0.018
Celda # 11-B,Au 242.80,0.028
Celda # 11-C,Au 242.80,0.062
Celda # 6-F2,Au 242.80,0.078
Celda #5-9,Au 242.80,0.038
