Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.305
Cabeza puntual retorno,Untitled 000,0.306
Celda #(F1+F2),Untitled 000,0.335
Puntual Noroeste,Untitled 000,0.377
Tubo 3,Untitled 000,0.265
Comp. Cola Columna,Untitled 000,0.257
Barren,Untitled 000,0.234
Celda # 11-A,Untitled 000,0.023
Celda # 11-B,Untitled 000,0.016
Celda # 11-C,Untitled 000,0.009
Celda #5-9,Untitled 000,0.019
NE Tubo 1,Untitled 000,0.043
NE Tubo 2,Untitled 000,0.117
NE Tubo 4,Untitled 000,0.553
NE Tubo 5,Untitled 000,0.403
NE Tubo 6,Untitled 000,0.726
NE Tubo 7,Untitled 000,0.616
Barren Patios,Untitled 000,0.218
Especial 1,Untitled 000,0.027
Especial 2,Untitled 000,0.030
Especial 3,Untitled 000,0.022
Especial 4,Untitled 000,0.026
Especial 5,Untitled 000,0.013
Columna #1,Untitled 000,0.300
Columna #2,Untitled 000,0.306
Columna #3,Untitled 000,0.289
Columna #4,Untitled 000,0.275
Columna #5,Untitled 000,0.266
