"Analista","RGA"
"Fecha de inicio","26/11/2025 10:50 a. m.  GMT: 26/11/2025 05:50 p. m."
"Hoja de trabajo","EXP000151_24"
"Comentario",""
"Métodos","Au"

"Método: Au ACIDO (Llama)"

"26/11/2025","12:02:28 p. m.","PATRON",0.8933,"","mg/L",0.2
"26/11/2025","12:02:52 p. m.","BLANCO",0.0023,"","mg/L",84.6
"26/11/2025","12:03:04 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"26/11/2025","12:03:34 p. m.","EXP000151-001",0.1744,"","mg/L",0.1
"26/11/2025","12:03:52 p. m.","EXP000151-002",0.1414,"","mg/L",0.8
"26/11/2025","12:04:08 p. m.","EXP000151-003",0.7307,"","mg/L",0.4
"26/11/2025","12:04:24 p. m.","EXP000151-004",0.0040,"","mg/L",5.8
"26/11/2025","12:04:44 p. m.","EXP000151-005",0.6814,"","mg/L",0.1
"26/11/2025","12:05:04 p. m.","EXP000151-006",0.4883,"","mg/L",0.2
"26/11/2025","12:06:08 p. m.","PATRON",0.8752,"","mg/L",0.6
"26/11/2025","12:06:28 p. m.","EXP000151-007",0.0709,"","mg/L",1.6
"26/11/2025","12:06:42 p. m.","EXP000151-008",0.0515,"","mg/L",5.0
"26/11/2025","12:06:58 p. m.","EXP000151-009",0.0668,"","mg/L",1.2
"26/11/2025","12:07:20 p. m.","EXP000151-010",0.0050,"","mg/L",3.9
"26/11/2025","12:07:36 p. m.","EXP000151-011",0.0812,"","mg/L",0.3
"26/11/2025","12:07:54 p. m.","EXP000151-012",0.0572,"","mg/L",1.8
"26/11/2025","12:08:34 p. m.","PATRON",0.9061,"","mg/L",0.7
"26/11/2025","12:08:50 p. m.","EXP000151-013",0.0596,"","mg/L",0.2
"26/11/2025","12:10:50 p. m.","EXP000151-014",0.1144,"","mg/L",0.9
"26/11/2025","12:11:08 p. m.","PATRON",0.8971,"","mg/L",0.4
"26/11/2025","12:11:22 p. m.","BLANCO",0.0096,"","mg/L",51.9
"26/11/2025","12:11:36 p. m.","REAGENT BLANK",0.0000,"","mg/L",21.1
"26/11/2025","12:11:36 p. m.","Sample 023","","","mg/L",""
