Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.6
Cabeza puntual retorno,Untitled 000,0.609
Celda #(F1+F2),Untitled 000,0.701
Puntual Noroeste,Untitled 000,0.29
Tubo 3,Untitled 000,0.211
NE Tubo 2,Untitled 000,0.521
NE Tubo 4,Untitled 000,0.061
Especial 1,Untitled 000,0.025
Especial 2,Untitled 000,0.039
Especial 3,Untitled 000,0.031
Especial 4,Untitled 000,0.036
Especial 5,Untitled 000,0.134
Comp. Cola Columna,Untitled 000,0.333
Barren,Untitled 000,0.29
Barren Patios,Untitled 000,0.339
NE Tubo 1,Untitled 000,3.175
NE Tubo 5,Untitled 000,0.053
NE Tubo 6,Untitled 000,0.147
NE Tubo 7,Untitled 000,0.062
Celda # 11-A,Untitled 000,0.042
Celda # 11-B,Untitled 000,0.064
Celda # 11-C,Untitled 000,0.056
Celda # 6-F2,Untitled 000,2.068
Celda #5-9,Untitled 000,0.032
