Analista,FLAVIO,,,,,,,
Fecha de inicio,7/9/2022 1:46 PM  GMT: 7/9/2022 6:46 PM,,,,,,,
Hoja de trabajo,SA000051,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
,PATRON,1.0035,,mg/L,0.1094,0.1083,0.1097,0.1102
,BLANCO,0.0043,,mg/L,0.0005,0.0002,-0.0005,0.0017
,BLANCO REACTIVO,0,,mg/L,-0.0006,-0.0007,0.0001,-0.0012
,SA000051-001,47.133,,mg/L,0.2013,0.2005,0.2015,0.2017
,SA000051-002,49.2336,,mg/L,0.2096,0.2113,0.2085,0.2092
,SA000051-003,30.0851,,mg/L,0.1309,0.1303,0.1311,0.1314
,SA000051-004,28.3367,,mg/L,0.1237,0.1232,0.1241,0.1239
,SA000051-005,35.2588,,mg/L,0.1532,0.1528,0.1537,0.1531
,SA000051-006,21.1384,,mg/L,0.0925,0.0926,0.0929,0.0918
,SA000051-007,0.0981,,mg/L,0.0004,-0.0001,0.0012,0.0002
,SA000051-008,14.3571,,mg/L,0.0632,0.0628,0.0642,0.0625
,SA000051-009,8.1743,,mg/L,0.0359,0.0354,0.0358,0.0365
,SA000051-010,16.9867,,mg/L,0.0745,0.0749,0.0746,0.0741
,PATRON,1.0106,,mg/L,0.1101,0.1098,0.1112,0.1094
,BLANCO,-0.0018,,mg/L,-0.0002,0.001,-0.0014,-0.0002
,BLANCO REACTIVO,0,,mg/L,-0.0013,-0.0013,-0.0012,-0.0015
,SA000051-011,47.8994,,mg/L,0.2039,0.2033,0.2039,0.2047
,SA000051-012,39.7713,,mg/L,0.1717,0.1716,0.1723,0.1712
,SA000051-013,39.5999,,mg/L,0.1704,0.1706,0.17,0.1705
,SA000051-014,0.0427,,mg/L,0.0002,0.0007,0,-0.0002
,SA000051-015,64.0238,,mg/L,0.2659,0.2658,0.2649,0.2671
,SA000051-016,47.9493,,mg/L,0.2048,0.2053,0.2041,0.2051
,SA000051-017,49.5142,,mg/L,0.2114,0.2105,0.2123,0.2113
,SA000051-018,69.1175,,mg/L,0.2849,0.2852,0.2858,0.2836
,SA000051-019,150.276,,mg/L,0.066,0.0657,0.0665,0.0657
,SA000051-020,252.526,,mg/L,0.1105,0.1103,0.1104,0.1109
,PATRON,1.0199,,mg/L,0.1111,0.1105,0.1118,0.1112
,BLANCO,0.0029,,mg/L,0.0003,-0.0002,0.0001,0.0011
,BLANCO REACTIVO,0,,mg/L,-0.0004,-0.0002,-0.0002,-0.0007
,SA000051-021,56.1004,,mg/L,0.2366,0.2381,0.2362,0.2355
,SA000051-022,46.4022,,mg/L,0.1981,0.1967,0.1996,0.1981
,SA000051-023,16.5192,,mg/L,0.0727,0.072,0.0728,0.0732
,SA000051-024,21.2721,,mg/L,0.0932,0.0933,0.0929,0.0933
,SA000051-025,27.4219,,mg/L,0.1198,0.1191,0.1196,0.1207
,SA000051-026,15.5577,,mg/L,0.0683,0.0686,0.0676,0.0688
,PATRON,1.0202,,mg/L,0.1112,0.1109,0.1117,0.111
,BLANCO,-0.0014,,mg/L,-0.0002,-0.0001,-0.0001,-0.0003
,BLANCO REACTIVO,0,,mg/L,-0.0005,-0.0007,-0.0004,-0.0002
