Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.101
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.105
Celda # 11-A,Au 242.80,0.007
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.121
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.107
NE Tubo 4,Au 242.80,0.072
NE Tubo 5,Au 242.80,0.154
NE Tubo 6,Au 242.80,0.236
NE Tubo 7,Au 242.80,0.049
Puntual Noroeste,Au 242.80,0.122
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.116
Especial 1,Au 242.80,0.097
Especial 2,Au 242.80,0.083
Especial 3,Au 242.80,0.014
Especial 4,Au 242.80,0.028
Especial 5,Au 242.80,0.081
