Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.138
Cabeza puntual retorno,Au 242.80,0.136
Celda #(F1+F2),Au 242.80,0.138
Puntual Noroeste,Au 242.80,0.178
Tubo 3,Au 242.80,0.251
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.004
Celda # 11-A,Au 242.80,0.057
Celda # 11-B,Au 242.80,0.022
Celda # 11-C,Au 242.80,0.03
Celda # 6-F2,Au 242.80,0.015
Celda #5-9,Au 242.80,0.017
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.224
NE Tubo 5,Au 242.80,0.16
NE Tubo 6,Au 242.80,0.083
NE Tubo 7,Au 242.80,0.149
Barren Patios,Au 242.80,0.006
Especial 1,Au 242.80,0.03
Especial 2,Au 242.80,0.02
Especial 3,Au 242.80,0.221
Especial 4,Au 242.80,0.234
Especial 5,Au 242.80,0.024
