Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.392
Comp. Cola Columna,Ag 328.07,0.225
Barren,Ag 328.07,0.143
Celda # 11-A,Ag 328.07,0.052
Celda # 11-C,Ag 328.07,0.024
Celda #5-9,Ag 328.07,0.134
Celda #(F1+F2),Ag 328.07,0.375
NE Tubo 1,Ag 328.07,0.026
NE Tubo 2,Ag 328.07,0.283
NE Tubo 4,Ag 328.07,0.071
NE Tubo 5,Ag 328.07,0.053
NE Tubo 6,Ag 328.07,0.024
NE Tubo 7,Ag 328.07,0.868
Puntual Noroeste,Ag 328.07,0.205
Barren Patios,Ag 328.07,0.176
Tubo 3,Ag 328.07,0.435
Especial 1,Ag 328.07,0.469
Especial 2,Ag 328.07,0.203
Especial 3,Ag 328.07,0.081
Especial 4,Ag 328.07,0.044
Especial 5,Ag 328.07,0.15
