Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.084
Cabeza puntual retorno,Au 242.80,0.081
Celda #(F1+F2),Au 242.80,0.093
Puntual Noroeste,Au 242.80,0.076
Tubo 3,Au 242.80,0.13
NE Tubo 2,Au 242.80,0.151
NE Tubo 4,Au 242.80,0.025
Especial 1,Au 242.80,0.125
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.017
Especial 4,Au 242.80,0.013
Especial 5,Au 242.80,0.035
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.009
Barren Patios,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.007
NE Tubo 5,Au 242.80,0.021
NE Tubo 6,Au 242.80,0.019
NE Tubo 7,Au 242.80,0.04
Celda # 11-A,Au 242.80,0.011
Celda # 11-B,Au 242.80,0.013
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.131
Celda #5-9,Au 242.80,0.026
