Analyst,,,,,,
Date Started,4/10/2025 9:29 PM  GMT: 4/11/2025 4:29 AM,,,,,
Worksheet,LC004205_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
4/10/2025,9:35:02 PM,BLANCO,0.0027,,mg/L,>100
4/10/2025,9:35:14 PM,REAGENT BLANK,0,,mg/L,77.9
4/10/2025,9:48:44 PM,PATRON,0.9128,,mg/L,2.3
4/10/2025,9:49:04 PM,LC004205-001,0.3221,,mg/L,0.6
4/10/2025,9:49:18 PM,LC004205-002,-0.0016,,mg/L,71.9
4/10/2025,9:49:34 PM,LC004205-003,0.1823,,mg/L,1.9
4/10/2025,9:49:48 PM,LC004205-004,0.5771,,mg/L,1.1
4/10/2025,9:50:06 PM,LC004205-005,0.1919,,mg/L,2.3
4/10/2025,9:50:22 PM,LC004205-006,0.0008,,mg/L,>100
4/10/2025,9:50:42 PM,PATRON,0.9018,,mg/L,1.7
4/10/2025,9:51:00 PM,LC004205-007,0.0433,,mg/L,3.9
4/10/2025,9:51:16 PM,LC004205-008,0.0531,,mg/L,5.1
4/10/2025,9:51:34 PM,LC004205-009,0.2837,,mg/L,2
4/10/2025,9:51:50 PM,LC004205-010,0.9054,,mg/L,0.6
4/10/2025,9:52:08 PM,LC004205-011,0.9054,,mg/L,0.5
4/10/2025,9:52:32 PM,LC004205-012,0.0075,,mg/L,23.8
4/10/2025,9:52:52 PM,PATRON,0.9253,,mg/L,0.4
4/10/2025,9:53:08 PM,LC004205-013,0.0833,,mg/L,1
4/10/2025,9:53:24 PM,LC004205-014,0.0741,,mg/L,0.8
4/10/2025,9:53:42 PM,LC004205-015,0.0244,,mg/L,15.8
4/10/2025,9:53:56 PM,LC004205-016,0.0485,,mg/L,2.3
4/10/2025,9:54:12 PM,LC004205-017,0.0895,,mg/L,3.1
4/10/2025,9:55:56 PM,PATRON,0.9148,,mg/L,0.4
4/10/2025,9:56:18 PM,BLANCO,-0.0065,,mg/L,36.6
4/10/2025,9:56:30 PM,REAGENT BLANK,0,,mg/L,>100
4/10/2025,10:00:28 PM,LC004205-018,0.4327,,mg/L,20.3
